Word,Synonym
vṛtaḥ,surrounded.
śrī-bhagavānuvāca,the Supreme Personality of Godhead said
yat,that which
āttha,you spoke
mām,to Me
mahā-bhāga,O greatly fortunate Uddhava
tat,that
cikīrṣitam,the program that I am desiring to execute
eva,certainly
me,Mine
brahmā,Lord Brahmā
bhavaḥ,Lord Śiva
loka-pālāḥ,the leaders of all universal planets
svaḥ-vāsam,abode in Vaikuṇṭha
me,My
abhikāṅkṣiṇaḥ,they are desiring.
mayā,by Me
niṣpāditam,accomplished
hi,certainly
atra,within this world
deva-kāryam,work for the benefit of the demigods
aśeṣataḥ,"completely, with nothing remaining"
yat,for whose
artham,sake
avatīrṇaḥ,incarnated
aham,I
aṁśena,"with My plenary portion, Baladeva"
brahmaṇā,by Lord Brahmā
arthitaḥ,being prayed for.
kulam,this Yadu dynasty
vai,definitely
śāpa,by the curse
nirdagdham,finished
naṅkṣyati,will be destroyed
anyonya,mutual
vigrahāt,by a quarrel
samudraḥ,the ocean
saptame,on the seventh day
hi,certainly
enām,this
purīm,city
ca,also
plāvayiṣyati,will inundate.
yarhi,when
eva,certainly
ayam,this
mayā,by Me
tyaktaḥ,abandoned
lokaḥ,the world
ayam,this
naṣṭa-maṅgalaḥ,bereft of all auspiciousness or piety
bhaviṣyati,it will be
acirāt,very soon
sādho,O saintly one
kalinā,due to Kali
api,himself
nirākṛtaḥ,overwhelmed.
na,not
vastavyam,should remain
tvayā,you
eva,certainly
iha,in this world
mayā,by Me
tyakte,when it is abandoned
mahītale,the earth
janaḥ,the people
abhadra,"sinful, inauspicious things"
ruciḥ,addicted to
bhadra,O you who are sinless and auspicious
bhaviṣyati,will be
kalau,in Kali
yuge,in thisyuga.
tvam,you
tu,in fact
sarvam,all
parityajya,giving up
sneham,affection
sva-jana-bandhuṣu,for your relatives and friends
mayi,"in Me, the Supreme Personality of Godhead"
āveśya,fixing
manaḥ,your mind
saṁyak,completely
sama-dṛk,seeing everything with equal vision
vicarasva,wander
gām,throughout the earth.
yat,that which
idam,this world
manasā,by the mind
vācā,by speech
cakṣurbhyām,by the eyes
śravaṇa-ādibhiḥ,by the ears and other senses
naśvaram,temporary
gṛhyamāṇam,that which is being accepted or perceived
ca,and
viddhi,you should know
māyā-manaḥ-mayam,it is only imagined to be real by the influence ofmāyā.
puṁsaḥ,of a person
ayuktasya,whose mind is diverted from the truth
nānā,many
arthaḥ,values or meanings
bhramaḥ,confusion
saḥ,that
guṇa,something good
doṣa,something bad
bhāk,embodying
karma,compulsory duties
akarma,nonperformance of prescribed duties
vikarma,forbidden activities
iti,thus
guṇa,good things
doṣa,bad things
dhiyaḥ,of one who perceives
bhidā,this difference.
tasmāt,therefore
yukta,having brought under control
indriya-grāmaḥ,all the senses
yukta,also subduing
cittaḥ,your mind
idam,this
jagat,world
ātmani,within the individual soul
īkṣasva,you should see
vitatam,spread out (as the substance of his material enjoyment)
ātmānam,and that individual soul
mayi,in Me
adhīśvare,the supreme controller.
jñāna,with conclusive knowledge of theVedas
vijñāna,and practical realization of the purpose of knowledge
saṁyuktaḥ,fully endowed
ātma-bhūtaḥ,an object of affection
śarīriṇām,for all embodied beings (beginning with the great demigods)
ātma-anubhava,by direct perception of the soul
tuṣṭa-ātmā,having a satisfied mind
na,never
antarāyaiḥ,by disturbances
vihanyase,you will be checked in your progress.
doṣa-buddhyā,because of thinking that such action is wrong
ubhaya-atītaḥ,one who has transcended both (the conceptions of mundane right and wrong)
niṣedhāt,from what is forbidden
nanivartate,he does not desist
guṇa-buddhyā,because of thinking it is good
ca,also
vihitam,what is enjoined
nakaroti,he does not do
yathā,just like
arbhakaḥ,a young child.
sarva-bhūta,to all creatures
su-hṛt,a well-wisher
śāntaḥ,peaceful
jñāna-vijñāna,in knowledge and transcendental realization
niścayaḥ,firmly fixed
paśyan,seeing
mat-ātmakam,pervaded by Me
viśvam,the universe
navipadyeta,will never fall into the cycle of repeated birth and death
vai,indeed
punaḥ,again.
śrī-śukaḥuvāca,Śrī Śukadeva Gosvāmī said
iti,thus
ādiṣṭaḥ,instructed
bhagavatā,by the Supreme Lord
mahā-bhāgavataḥ,the exalted devotee of the Lord
nṛpa,O King
uddhavaḥ,Uddhava
praṇipatya,after bowing down to offer respects
āha,spoke
tattvam,the scientific truth
jijñāsuḥ,being eager to learn
acyutam,unto the infallible Personality of Godhead.
śrī-uddhavaḥuvāca,Śrī Uddhava said
yoga-īśa,O giver of all results ofyoga
yoga-vinyāsa,O You who by Your own power bestowyogaeven upon those who are unqualified
yoga-ātman,O Supreme Soul realized throughyoga
yoga-sambhava,O origin of all mystic power
niḥśreyasāya,for the ultimate benefit
me,of me
proktaḥ,You have spoken about
tyāgaḥ,renunciation
sannyāsa,by the acceptance of the order ofsannyāsa
lakṣaṇaḥ,characterized.
tyāgaḥ,renunciation
ayam,this
duṣkaraḥ,difficult to perform
bhūman,O my Lord
kāmānām,of material enjoyment
viṣaya,sense gratification
ātmabhiḥ,by those dedicated to
sutarām,especially
tvayi,unto You
sarva-ātman,O Supreme Soul
abhaktaiḥ,by those without devotion
iti,thus
me,my
matiḥ,opinion.
saḥ,he
aham,I
mamaaham,the false concept of “I” and “mine”
iti,thus
mūḍha,most foolish
matiḥ,consciousness
vigāḍhaḥ,merged
tvat-māyayā,by Your illusory potency
viracita,manufactured
ātmani,in the body
sa-anubandhe,along with bodily relations
tat,therefore
tu,indeed
añjasā,easily
nigaditam,that instructed
bhavatā,by You
yathā,the process by which
aham,I
saṁsādhayāmi,may execute
bhagavan,My dear Lord
anuśādhi,teach
bhṛtyam,Your servant.
satyasya,of the Absolute Truth
te,besides You
sva-dṛśaḥ,who reveal Yourself
ātmanaḥ,for me personally
ātmanaḥ,than the Supreme Personality of Godhead
anyam,other
vaktāram,qualified speaker
īśa,O my Lord
vibudheṣu,among the demigods
api,even
na,not
anucakṣe,I can see
sarve,all of them
vimohita,bewildered
dhiyaḥ,their consciousness
tava,Your
māyayā,by the illusory potency
ime,these
brahma-ādayaḥ,headed by Lord Brahmā
tanu-bhṛtaḥ,conditioned souls with material bodies
bahiḥ,in external things
artha,supreme value
bhāvāḥ,conceiving of.
tasmāt,therefore
bhavantam,unto You
anavadyam,the perfect
ananta-pāram,unlimited
sarva-jñam,omniscient
īśvaram,Personality of Godhead
akuṇṭha,undisturbed by any force
vikuṇṭha,the spiritual kingdom Vaikuṇṭha
dhiṣṇyam,whose personal abode
nirviṇṇa,feeling renounced
dhīḥ,my mind
aham,I
uhe,O (Lord)
vṛjina,by material distress
abhitaptaḥ,tormented
nārāyaṇam,unto Lord Nārāyaṇa
nara-sakham,the friend of the infinitesimal living entity
śaraṇamprapadye,I approach to take shelter.
śrī-bhagavānuvāca,Lord Kṛṣṇa said
prāyeṇa,in general
manujāḥ,humans
loke,in this world
loka-tattva,the factual situation of the material world
vicakṣaṇāḥ,who know expertly
samuddharanti,they deliver
hi,indeed
ātmānam,themselves
ātmanā,by their own intelligence
eva,indeed
aśubha-āśayāt,from the inauspicious attitude of desiring sense gratification.
ātmanaḥ,of himself
guruḥ,the instructing spiritual master
ātmā,himself
eva,indeed
puruṣasya,of a person
viśeṣataḥ,in a particular sense
yat,because
pratyakṣa,by his direct perception
anumānābhyām,and application of logic
śreyaḥ,real benefit
asau,he
anuvindate,can eventually gain.
puruṣatve,in the human form of life
ca,and
mām,Me
dhīrāḥ,those free from envy through spiritual knowledge
sāṅkhya-yoga,in the spiritual science composed of analytical knowledge and devotion to the Supreme
viśāradāḥ,who are expert
āvistarām,directly manifest
prapaśyanti,they clearly see
sarva,all
śakti,with My energies
upabṛṁhitam,fully endowed.
eka,one
dvi,two
tri,three
catuḥ,four
pādaḥ,having legs
bahu-pādaḥ,having many legs
tathā,also
apadaḥ,having no legs
bahvyaḥ,many
santi,there are
puraḥ,different kinds of bodies
sṛṣṭāḥ,created
tāsām,of them
me,to Me
pauruṣī,the human form
priyā,is most dear.
atra,here (in the human form)
mām,for Me
mṛgayanti,they search
addhā,directly
yuktāḥ,situated
hetubhiḥ,by apparent symptoms
īśvaram,the Supreme Lord
gṛhyamāṇaiḥguṇaiḥ,"with the perceiving intelligence, mind and senses"
liṅgaiḥ,and by indirectly ascertained symptoms
agrāhyam,beyond the grasp of direct perception
anumānataḥ,by the process of logical deduction.
atraapi,in this very matter
udāharanti,they cite as example
imam,this
itihāsam,a historical narration
purātanam,ancient
avadhūtasya,of a holy man acting outside the scope of ordinary regulative principles
saṁvādam,the conversation
yadoḥ,and of King Yadu
amita-tejasaḥ,whose power was unlimited.
avadhūtam,the mendicant
dvijam,abrāhmaṇa
kañcit,a certain
carantam,wandering
akutaḥ-bhayam,without fear for any reason
kavim,learned
nirīkṣya,observing
taruṇam,young
yaduḥ,King Yadu
papraccha,inquired
dharma-vit,expert in religious principles.
śrī-yaduḥuvāca,King Yadu said
kutaḥ,from where
buddhiḥ,intelligence
iyam,this
brahman,Obrāhmaṇa
akartuḥ,of one not engaged in any work
su-viśāradā,very broad
yām,which
āsādya,having acquired
bhavān,you
lokam,the world
vidvān,in full knowledge
carati,travel
bāla-vat,like a child.
prāyaḥ,generally
dharma,in religiosity
artha,economic development
kāmeṣu,and sense gratification
vivitsāyām,in pursuit of spiritual knowledge
ca,also
mānavāḥ,human beings
hetunā,for the purpose
eva,indeed
samīhante,they endeavor
āyuṣaḥ,of long life
yaśasaḥ,fame
śriyaḥ,and material opulence.
tvam,you
tu,however
kalpaḥ,capable
kaviḥ,learned
dakṣaḥ,expert
su-bhagaḥ,handsome
amṛta-bhāṣaṇaḥ,having nectarean speech
na,are not
kartā,a doer
naīhase,you do not desire
kiñcit,anything
jaḍa,stupefied
unmatta,maddened
piśāca-vat,like a ghostly creature.
janeṣu,all people
dahyamāneṣu,even while they are burning
kāma,of lust
lobha,and greed
dava-agninā,in the forest fire
natapyase,you are not burned
agninā,from the fire
muktaḥ,free
gaṅgā-ambhaḥ,in the water of the Gaṅgā
sthaḥ,standing
iva,as if
dvipaḥ,an elephant.
tvam,you
hi,certainly
naḥ,to us
pṛcchatām,who are inquiring
brahman,Obrāhmaṇa
ātmani,within yourself
ānanda,of the ecstasy
kāraṇam,the cause
brūhi,please say
sparśa-vihīnasya,who are devoid of any contact with material enjoyment
bhavataḥ,of you
kevala-ātmanaḥ,who are living completely alone.
śrī-bhagavānuvāca,the Supreme Personality of Godhead said
yadunā,by King Yadu
evam,in this way
mahā-bhāgaḥ,greatly fortunate
brahmaṇyena,who was very respectful tobrāhmaṇas
su-medhasā,and intelligent
pṛṣṭaḥ,asked
sabhājitaḥ,honored
prāha,he spoke
praśraya,out of humility
avanatam,bowing his head
dvijaḥ,thebrāhmaṇa.
śrī-brāhmaṇaḥuvāca,thebrāhmaṇasaid
santi,there are
me,my
guravaḥ,spiritual masters
rājan,O King
bahavaḥ,many
buddhi,by my intelligence
upāśritāḥ,taken shelter of
yataḥ,from whom
buddhim,intelligence
upādāya,gaining
muktaḥ,liberated
aṭāmi,I wander
iha,in this world
tān,them
śṛṇu,please hear.
śrī-brāhmaṇaḥuvāca,the saintlybrāhmaṇasaid
sukham,happiness
aindriyakam,generated from the material senses
rājan,O King
svarge,in material heaven
narake,in hell
eva,certainly
ca,also
dehinām,of the embodied living beings
yat,since
yathā,just as
duḥkham,unhappiness
tasmāt,therefore
na,not
iccheta,should desire
tat,that
budhaḥ,one who knows.
grāsam,food
su-mṛṣṭam,clean and delicious
virasam,tasteless
mahāntam,a large quantity
stokam,a small quantity
eva,certainly
vā,either
yadṛcchayā,without personal endeavor
eva,indeed
āpatitam,obtained
graset,one should eat
ājagaraḥ,like the python
akriyaḥ,remaining neutral without endeavor.
śayīta,he should remain peacefully
ahāni,days
bhūrīṇi,for many
nirāhāraḥ,fasting
anupakramaḥ,without endeavor
yadi,if
naupanayet,does not come
grāsaḥ,food
mahā-ahiḥ,the great python
iva,like
diṣṭa,whatever is provided by providence
bhuk,eating.
ojaḥ,sensual strength
sahaḥ,mental strength
bala,physical strength
yutam,endowed with
bibhrat,maintaining
deham,the body
akarmakam,without endeavor
śayānaḥ,remaining peacefully
vīta,freed
nidraḥ,from nescience
ca,and
na,not
īheta,should endeavor
indriya-vān,"possessing full bodily, mental and sensual strength"
api,even though.
muniḥ,a saintly sage
prasanna,pleasing
gambhīraḥ,very grave
durvigāhyaḥ,unfathomable
duratyayaḥ,unsurpassable
ananta-pāraḥ,unlimited
hi,certainly
akṣobhyaḥ,not to be disturbed
stimita,calm
udaḥ,water
iva,like
arṇavaḥ,the ocean.
samṛddha,flourishing
kāmaḥ,material opulence
hīnaḥ,destitute
vā,or
nārāyaṇa,the Supreme Personality of Godhead
paraḥ,accepting as supreme
muniḥ,a saintly devotee
na,does not
utsarpeta,swell up
na,does not
śuṣyeta,dry up
saridbhiḥ,by the rivers
iva,like
sāgaraḥ,the ocean.
dṛṣṭvā,seeing
striyam,a woman
deva-māyām,whose form is created by the illusory energy of the Lord
tat-bhāvaiḥ,by the alluring seductive activities of the woman
ajita,one who has not controlled
indriyaḥ,his senses
pralobhitaḥ,enticed
patati,falls down
andhe,into the blindness of ignorance
tamasi,into the darkness of hell
agnau,in the fire
pataṅga-vat,just like the moth.
yoṣit,of women
hiraṇya,golden
ābharaṇa,ornaments
ambara,clothing
ādi,and so on
dravyeṣu,upon seeing such things
māyā,by the illusory energy of the Lord
raciteṣu,manufactured
mūḍhaḥ,a fool with no discrimination
pralobhita,aroused by lusty desires
ātmā,such a person
hi,certainly
upabhoga,for sense gratification
buddhyā,with the desire
pataṅga-vat,like the moth
naśyati,is destroyed
naṣṭa,is ruined
dṛṣṭiḥ,whose intelligence.
stokamstokam,"always, a little bit"
graset,one should eat
grāsam,food
dehaḥ,the material body
varteta,that it may live
yāvatā,with that much
gṛhān,the householders
ahiṁsan,not harassing
ātiṣṭhet,one should practice
vṛttim,the occupation
mādhu-karīm,of the honeybee
muniḥ,a saintly person.
aṇubhyaḥ,from the smallest
ca,and
mahadbhyaḥ,from the greatest
ca,also
śāstrebhyaḥ,from religious scriptures
kuśalaḥ,intelligent
naraḥ,a man
sarvataḥ,from all
sāram,the essence
ādadyāt,should take
puṣpebhyaḥ,from the flowers
iva,like
ṣaṭpadaḥ,the honeybee.
sāyantanam,meant for the night
śvastanam,meant for tomorrow
vā,either
na,not
saṅgṛhṇīta,should accept
bhikṣitam,food in charity
pāṇi,with the hand
pātra,as one’s plate
udara,with the belly
amatraḥ,as the storage container
makṣikā,the bee
iva,like
na,not
saṅgrahī,a collector.
sāyantanam,meant for the night
śvastanam,meant for tomorrow
vā,either
na,not
saṅgṛhṇīta,should accept
bhikṣukaḥ,a saintly mendicant
makṣikā,honeybee
iva,like
saṅgṛhṇan,collecting
saha,with
tena,that collection
vinaśyati,is destroyed.
padā,with the foot
api,even
yuvatīm,a young girl
bhikṣuḥ,a saintly mendicant
na,not
spṛśet,should touch
dāravīm,made of wood
api,even
spṛśan,touching
karī,the elephant
iva,like
badhyeta,becomes captured
kariṇyāḥ,of the she-elephant
aṅga-saṅgataḥ,by contact with the body.
naadhigacchet,he should not approach to enjoy
striyam,a woman
prājñaḥ,one who can intelligently discriminate
karhicit,at any time
mṛtyum,death personified
ātmanaḥ,for oneself
bala,in strength
adhikaiḥ,by those who are superior
saḥ,he
hanyeta,will be destroyed
gajaiḥ,by elephants
anyaiḥ,by others
gajaḥ,an elephant
yathā,just as.
na,not
deyam,to be given in charity to others
na,not
upabhogyam,to be enjoyed personally
ca,also
lubdhaiḥ,by those who are greedy
yat,that which
duḥkha,with great struggle and pain
sañcitam,is accumulated
bhuṅkte,he enjoys
tat,that
api,nevertheless
tat,that
ca,also
anyaḥ,someone else
madhu-hā,the one who steals the honey from the beehive
iva,like
artha,wealth
vit,one who knows how to recognize
madhu,the honey.
su-duḥkha,with great struggle
upārjitaiḥ,that which is acquired
vittaiḥ,material opulence
āśāsānām,of those fervently desiring
gṛha,related to domestic enjoyment
āśiṣaḥ,blessings
madhu-hā,the person who steals honey from the bees
iva,like
agrataḥ,"first, before others"
bhuṅkte,enjoys
yatiḥ,a saintly mendicant
vai,certainly
gṛha-medhinām,of those dedicated to material family life.
grāmya,relating to sense gratification
gītam,songs
na,not
śṛṇuyāt,he should hear
yatiḥ,a saintly mendicant
vana,in the forest
caraḥ,moving
kvacit,ever
śikṣeta,one should learn
hariṇāt,from the deer
baddhāt,bound up
mṛgayoḥ,of the hunter
gīta,by the song
mohitāt,bewildered.
nṛtya,dancing
vāditra,musical performance
gītāni,songs
juṣan,cultivating
grāmyāni,related to sense gratification
yoṣitām,of women
āsām,of them
krīḍanakaḥ,a plaything
vaśyaḥ,fully controlled
ṛṣya-śṛṅgaḥ,the sage Ṛṣyaśṛṅga
mṛgī-sutaḥ,the son of a deer.
jihvayā,by the tongue
ati-pramāthinyā,which is extremely disturbing
janaḥ,a person
rasa-vimohitaḥ,bewildered by attraction to taste
mṛtyum,death
ṛcchati,achieves
asat,useless
buddhiḥ,whose intelligence
mīnaḥ,the fish
tu,indeed
baḍiśaiḥ,by the hooks
yathā,just as.
indriyāṇi,the material senses
jayanti,they conquer
āśu,quickly
nirāhārāḥ,those who restrain the senses from their objects
manīṣiṇaḥ,the learned
varjayitvā,except for
tu,however
rasanam,the tongue
tat,its desire
nirannasya,for one who is fasting
vardhate,increases.
tāvat,still
jita-indriyaḥ,one who has conquered the senses
na,not
syāt,can be
vijita-anya-indriyaḥ,one who has conquered all of the other senses
pumān,a human being
najayet,cannot conquer
rasanam,the tongue
yāvat,as long as
jitam,conquered
sarvam,everything
jite,when conquered
rase,the tongue.
piṅgalānāma,of the name Piṅgalā
veśyā,a prostitute
āsīt,there was
videha-nagare,in the city named Videha
purā,in the past
tasyāḥ,from her
me,by me
śikṣitaṁ,what was learned
kiñcit,something
nibodha,now you learn
nṛpa-nandana,O son of kings.
sā,she
svairiṇī,the prostitute
ekadā,once
kāntam,a paying lover or a customer
saṅkete,into her house of sex
upaneṣyatī,to bring
abhūt,she stood
kāle,at night
bahiḥ,outside
dvāre,in the doorway
bibhratī,holding up
rūpam,her form
uttamam,most beautiful.
mārge,in that street
āgacchataḥ,those who were coming
vīkṣya,seeing
puruṣān,men
puruṣa-ṛṣabha,O best among men
tān,them
śulka-dān,who could pay the price
vitta-vataḥ,possessing money
kāntān,lovers or customers
mene,she considered
artha-kāmukī,desiring money.
śrī-brāhmaṇaḥuvāca,the saintlybrāhmaṇasaid
parigrahaḥ,attachment to possession
hi,certainly
duḥkhāya,leading to misery
yatyat,whatever
priya-tamam,is most dear
nṛṇām,of men
anantam,unlimited
sukham,happiness
āpnoti,achieves
tat,that
vidvān,knowing
yaḥ,whoever
tu,indeed
akiñcanaḥ,is free from such attachment.
sa-āmiṣam,having meat
kuraram,a large hawk
jaghnuḥ,they attacked
balinaḥ,very strong
anye,others
nirāmiṣāḥ,without meat
tadā,at that time
āmiṣam,the meat
parityajya,giving up
saḥ,he
sukham,happiness
samavindata,achieved.
na,not
me,in me
māna,honor
apamānau,dishonor
staḥ,exist
na,there is not
cintā,anxiety
geha,of those who have a home
putriṇām,and children
ātma,by the self
krīḍaḥ,sporting
ātma,in the self alone
ratiḥ,enjoying
vicarāmi,I wander
iha,in this world
bāla-vat,like a child.
dvau,two
eva,certainly
cintayā,from anxiety
muktau,freed
parama-ānande,in great happiness
āplutau,merged
yaḥ,one who
vimugdhaḥ,is ignorant
jaḍaḥ,retarded without developing activities
bālaḥ,childish
yaḥ,one who
guṇebhyaḥ,to the modes of nature
param,"the Lord, who is transcendental"
gataḥ,has achieved.
kvacit,once
kumārī,a young girl
tu,indeed
ātmānam,herself
vṛṇānān,desiring as a wife
gṛham,to the house
āgatān,arrived
svayam,herself
tān,those men
arhayāmāsa,received with great hospitality
kvaapi,to another place
yāteṣu,when they had gone
bandhuṣu,all her relatives.
teṣām,of the guests
abhyavahāra-artham,so that they could eat
śālīn,rice
rahasi,being alone
pārthiva,O King
avaghnantyāḥ,of her who was beating
prakoṣṭha,on her forearms
sthāḥ,situated
cakruḥ,they made
śaṅkhāḥ,bracelets made of conchshell
svanam,a sound
mahat,great.
sā,she
tat,that noise
jugupsitam,shameful
matvā,thinking
mahatī,very intelligent
vrīḍitā,shy
tataḥ,from her arms
babhañja,she broke
eka-ekaśaḥ,one by one
śaṅkhān,the shell bracelets
dvaudvau,two each
pāṇyoḥ,on her two hands
aśeṣayat,she kept on.
ubhayoḥ,from the two (on each hand)
api,still
abhūt,there was
ghoṣaḥ,noise
hi,indeed
avaghnantyāḥ,of her who was husking the rice
sva-śaṅkhayoḥ,from each set of two shell ornaments
tatra,therein
api,indeed
ekam,one only
nirabhidat,she separated
ekasmāt,from that one ornament
na,not
abhavat,there was
dhvaniḥ,a sound.
anvaśikṣam,I have seen with my own eyes
imam,this
tasyāḥ,of the young girl
upadeśam,lesson
arim-dama,O subduer of the enemy
lokān,worlds
anucaran,wandering
etān,these
loka,of the world
tattva,truth
vivitsayā,with a desire to know.
vāse,in a residence
bahūnām,of many people
kalahaḥ,quarrel
bhavet,will be
vārtā,conversation
dvayoḥ,of two people
api,even
ekaḥ,alone
eva,certainly
vaset,one should live
tasmāt,therefore
kumāryāḥ,of the young girl
iva,like
kaṅkaṇaḥ,the bracelet.
manaḥ,the mind
ekatra,in one place
saṁyuñjyāt,one should fix
jita,conquered
śvāsaḥ,the breathing process
jita,conquered
āsanaḥ,theyogasitting postures
vairāgya,by detachment
abhyāsa-yogena,by the regulated practice ofyoga
dhriyamāṇam,the mind being steadied
atandritaḥ,very carefully.
yasmin,in which (the Supreme Lord)
manaḥ,the mind
labdha,having obtained
padam,a permanent situation
yatetat,that very mind
śanaiḥśanaiḥ,"gradually, step by step"
muñcati,gives up
karma,of fruitive activities
reṇūn,the contamination
sattvena,by the mode of goodness
vṛddhena,which has grown strong
rajaḥ,the mode of passion
tamaḥ,the mode of ignorance
ca,also
vidhūya,giving up
nirvāṇam,the transcendental position in which one is united with the object of his meditation
upaiti,achieves
anindhanam,without fuel.
tadā,at that time
evam,thus
ātmani,in the Supreme Personality of Godhead
avaruddha,fixed
cittaḥ,the mind
na,does not
veda,know
kiñcit,anything
bahiḥ,outside
antaram,inside
vā,either
yathā,just as
iṣu,of arrows
kāraḥ,a maker
nṛ-patim,the king
vrajantam,going
iṣau,in the arrow
gata-ātmā,being absorbed
nadadarśa,did not see
pārśve,right next to him.
eka,alone
cārī,moving
aniketaḥ,without fixed residence
syāt,should be
apramattaḥ,being very alert
guhā-āśayaḥ,remaining secluded
alakṣyamāṇaḥ,without being recognized
ācāraiḥ,by his activities
muniḥ,a sage
ekaḥ,without companions
alpa,very little
bhāṣaṇaḥ,speaking.
gṛha,of a home
ārambhaḥ,construction
hi,certainly
duḥkhāya,leads to unhappiness
viphalaḥ,fruitless
ca,also
adhruva,impermanent
ātmanaḥ,of the living being
sarpaḥ,a serpent
parakṛtam,built by others
veśma,home
praviśya,having entered
sukham,happily
edhate,prospers.
ekaḥ,alone
nārāyaṇaḥ,the Supreme Personality of Godhead
devaḥ,God
pūrva,previously
sṛṣṭam,created
sva-māyayā,by His own potency
saṁhṛtya,withdrawing within Himself
kāla,of time
kalayā,by the portion
kalpa-ante,at the time of annihilation
idam,this universe
īśvaraḥ,the supreme controller
ekaḥ,alone
eva,indeed
advitīyaḥ,without a second
abhūt,became
ātma-ādhāraḥ,one whose self is the reservoir and resting place of everything
akhila,of all potencies
āśrayaḥ,the reservoir.
śrī-bhagavānuvāca,the Supreme Personality of Godhead said
mayā,by Me
uditeṣu,spoken
avahitaḥ,with great care
sva-dharmeṣu,in the duties of devotional service to the Lord
mat-āśrayaḥ,one who accepts Me as shelter
varṇa-āśrama,the Vedic system of social and occupational divisions
kula,of the society
ācāram,conduct
akāma,devoid of material desires
ātmā,such a person
samācaret,should practice.
anvīkṣeta,one should see
viśuddha,purified
ātmā,soul
dehinām,of the embodied beings
viṣaya-ātmanām,of those who are dedicated to sense gratification
guṇeṣu,in the material objects of pleasure
tattva,as truth
dhyānena,by conceiving
sarva,of all
ārambha,endeavors
viparyayam,the inevitable failure.
suptasya,of one who is sleeping
viṣaya,sense gratification
ālokaḥ,seeing
dhyāyataḥ,of one who is meditating
vā,or
manaḥ-rathaḥ,merely a creation of the mind
nānā,a large variety
ātmakatvāt,due to having the nature of
viphalaḥ,bereft of the real perfection
tathā,in that way
bheda-ātma,in that which is separately constituted
dhīḥ,intelligence
guṇaiḥ,by the material senses.
nivṛttam,regulative duties
karma,such work
seveta,one should perform
pravṛttam,activities for sense gratification
mat-paraḥ,one who is dedicated to Me
tyajet,should give up
jijñāsāyām,in searching for spiritual truth
sampravṛttaḥ,being perfectly engaged
na,not
ādriyet,one should accept
karma,any material activity
codanām,injunctions governing.
yamān,"major regulative principles, such as not to kill"
abhīkṣṇam,always
seveta,one should observe
niyamān,"minor regulations, such as cleansing the body"
mat-paraḥ,one who is devoted to Me
kvacit,as far as possible
mat-abhijñam,one who knows Me as I am in My personal form
gurum,the spiritual master
śāntam,peaceful
upāsīta,one should serve
mat-ātmakam,who is not different from Me.
amānī,without false ego
amatsaraḥ,not considering oneself to be the doer
dakṣaḥ,without laziness
nirmamaḥ,"without any sense of proprietorship over one’s wife, children, home, society, etc."
dṛḍha-sauhṛdaḥ,"being fixed in the mood of loving friendship with the spiritual master, who is one’s worshipable deity"
asatvaraḥ,without becoming bewildered due to material passion
artha-jijñāsuḥ,desiring knowledge of the Absolute Truth
anasūyuḥ,free from envy
amogha-vāk,completely free from useless conversation.
jāyā,to wife
apatya,children
gṛha,home
kṣetra,land
svajana,relatives and friends
draviṇa,bank account
ādiṣu,and so on
udāsīnaḥ,remaining indifferent
samam,equally
paśyan,seeing
sarveṣu,in all of these
artham,purpose
iva,like
ātmanaḥ,of oneself.
vilakṣaṇaḥ,having different characteristics
sthūla,from the gross
sūkṣmāt,and the subtle
dehāt,from the body
ātmā,the spirit soul
īkṣitā,the seer
sva-dṛk,self-enlightened
yathā,just as
agniḥ,fire
dāruṇaḥ,from firewood
dāhyāt,from that which is to be burned
dāhakaḥ,that which burns
anyaḥ,other
prakāśakaḥ,that which illuminates.
nirodha,dormancy
utpatti,manifestation
aṇu,tiny
bṛhat,large
nānātvam,the variety of characteristics
tat-kṛtān,produced by that
guṇān,qualities
antaḥ,within
praviṣṭaḥ,having entered
ādhatte,accepts
evam,thus
deha,of the material body
guṇān,qualities
paraḥ,the transcendental entity.
yaḥ,which
asau,that(subtle body)
guṇaiḥ,by the material modes
viracitaḥ,constructed
dehaḥ,the body
ayam,this (gross body)
puruṣasya,of the Supreme Personality of Godhead
hi,certainly
saṁsāraḥ,material existence
tat-nibandhaḥ,tied to that
ayam,this
puṁsaḥ,of the living entity
vidyā,knowledge
chit,that which cuts apart
ātmanaḥ,of the soul.
tasmāt,therefore
jijñāsayā,by the cultivation of knowledge
ātmānam,the Supreme Personality of Godhead
ātma,within oneself
stham,situated
kevalam,pure
param,transcendental and supreme
saṅgamya,approaching by realized knowledge
niraset,one should give up
etat,this
vastu,within material objects
buddhim,concept of reality
yathā-kramam,"gradually, step by step."
ācāryaḥ,the spiritual master
araṇiḥ,sacred kindling wood used in the sacrificial fire
ādyaḥ,held beneath
syāt,is to be considered
ante-vāsī,the disciple
uttara,at the top
araṇiḥ,kindling wood
tat-sandhānam,"the stick in the middle, which connects the upper and lower wood"
pravacanam,instructions
vidyā,transcendental knowledge
sandhiḥ,"like the fire, arising from the friction, that spreads throughout the firewood"
sukha,happiness
āvahaḥ,bringing.
vaiśāradī,available from the expert
sā,this
ati-viśuddha,most pure
buddhiḥ,intelligence or knowledge
dhunoti,repels
māyām,illusion
guṇa,from the modes of material nature
samprasūtām,produced
guṇān,the modes of nature themselves
ca,also
sandahya,completely burning up
yat,from which modes
