Word,Synonym
guṇa,by the modes of material nature
pravṛddhāḥ,developed
viṣaya,sense objects
pravālāḥ,twigs
adhaḥ,downward
ca,and
mūlāni,roots
anusantatāni,extended
karma,to work
anubandhīni,bound
manuṣya-loke,in the world of human society.
arjunaḥuvāca,Arjuna said
ye,those who
śāstra-vidhim,the regulations of scripture
utsṛjya,giving up
yajante,worship
śraddhayā,full faith
anvitāḥ,possessed of
teṣām,of them
niṣṭhā,the faith
tu,but
kā,what
kṛṣṇa,O Kṛṣṇa
sattvam,in goodness
āho,or else
rajaḥ,in passion
tamaḥ,in ignorance.
śrī-bhagavānuvāca,the Supreme Personality of Godhead said
tri-vidhā,of three kinds
bhavati,becomes
śraddhā,the faith
dehinām,of the embodied
sā,that
sva-bhāva-jā,according to his mode of material nature
sāttvikī,in the mode of goodness
rājasī,in the mode of passion
ca,also
eva,certainly
tāmasī,in the mode of ignorance
ca,and
iti,thus
tām,that
śṛṇu,hear from Me.
sattva-anurūpā,according to the existence
sarvasya,of everyone
śraddhā,faith
bhavati,becomes
bhārata,O son of Bharata
śraddhā,faith
mayaḥ,full of
ayam,this
puruṣaḥ,living entity
yaḥ,who
yat,having which
śraddhaḥ,faith
saḥ,thus
eva,certainly
saḥ,he.
yajante,worship
sāttvikāḥ,those who are in the mode of goodness
devān,demigods
yakṣa-rakṣāṁsi,demons
rājasāḥ,those who are in the mode of passion
pretān,spirits of the dead
bhūta-gaṇān,ghosts
ca,and
anye,others
yajante,worship
tāmasāḥ,in the mode of ignorance
janāḥ,people.
arjunaḥuvāca,Arjuna said
sannyāsasya,of renunciation
mahā-bāho,O mighty-armed one
tattvam,the truth
icchāmi,I wish
veditum,to understand
tyāgasya,of renunciation
ca,also
hṛṣīkeśa,O master of the senses
pṛthak,differently
keśi-niṣūdana,O killer of the Keśī demon.
śrī-bhagavānuvāca,the Supreme Personality of Godhead said
kāmyānām,with desire
karmaṇām,of activities
nyāsam,renunciation
sannyāsam,the renounced order of life
kavayaḥ,the learned
viduḥ,know
sarva,of all
karma,activities
phala,of results
tyāgam,renunciation
prāhuḥ,call
tyāgam,renunciation
vicakṣaṇāḥ,the experienced.
tyājyam,must be given up
doṣa-vat,as an evil
iti,thus
eke,one group
karma,work
prāhuḥ,they say
manīṣiṇaḥ,great thinkers
yajña,of sacrifice
dāna,charity
tapaḥ,and penance
karma,works
na,never
tyājyam,are to be given up
iti,thus
ca,and
apare,others.
niścayam,certainty
śṛṇu,hear
me,from Me
tatra,therein
tyāge,in the matter of renunciation
bharata-sat-tama,O best of the Bhāratas
tyāgaḥ,renunciation
hi,certainly
puruṣa-vyāghra,O tiger among human beings
tri-vidhaḥ,of three kinds
samprakīrtitaḥ,is declared.
yajña,of sacrifice
dāna,charity
tapaḥ,and penance
karma,activity
na,never
tyājyam,to be given up
kāryam,must be done
eva,certainly
tat,that
yajñaḥ,sacrifice
dānam,charity
tapaḥ,penance
ca,also
eva,certainly
pāvanāni,purifying
manīṣiṇām,even for the great souls.
etāni,all these
api,certainly
tu,but
karmāṇi,activities
saṅgam,association
tyaktvā,renouncing
phalāni,results
ca,also
kartavyāni,should be done as duty
iti,thus
me,My
pārtha,O son of Pṛthā
niścitam,definite
matam,opinion
uttamam,the best.
niyatasya,prescribed
tu,but
sannyāsaḥ,renunciation
karmaṇaḥ,of activities
na,never
upapadyate,is deserved
mohāt,by illusion
tasya,of them
parityāgaḥ,renunciation
tāmasaḥ,in the mode of ignorance
parikīrtitaḥ,is declared.
duḥkham,unhappy
iti,thus
eva,certainly
yat,which
karma,work
kāya,for the body
kleśa,trouble
bhayāt,out of fear
tyajet,gives up
saḥ,he
kṛtvā,after doing
rājasam,in the mode of passion
tyāgam,renunciation
na,not
eva,certainly
tyāga,of renunciation
phalam,the results
labhet,gains.
kāryam,it must be done
iti,thus
eva,indeed
yat,which
karma,work
niyatam,prescribed
kriyate,is performed
arjuna,O Arjuna
saṅgam,association
tyaktvā,giving up
phalam,the result
ca,also
eva,certainly
saḥ,that
tyāgaḥ,renunciation
sāttvikaḥ,in the mode of goodness
mataḥ,in My opinion.
na,never
dveṣṭi,hates
akuśalam,inauspicious
karma,work
kuśale,in the auspicious
na,nor
anuṣajjate,becomes attached
tyāgī,the renouncer
sattva,in goodness
samāviṣṭaḥ,absorbed
medhāvī,intelligent
chinna,having cut off
saṁśayaḥ,all doubts.
na,never
hi,certainly
deha-bhṛtā,by the embodied
śakyam,is possible
tyaktum,to be renounced
karmāṇi,activities
aśeṣataḥ,altogether
yaḥ,anyone who
tu,but
karma,of work
phala,of the result
tyāgī,the renouncer
saḥ,he
tyāgī,the renouncer
iti,thus
abhidhīyate,is said.
aniṣṭam,leading to hell
iṣṭam,leading to heaven
miśram,mixed
ca,and
tri-vidham,of three kinds
karmaṇaḥ,of work
phalam,the result
bhavati,comes
atyāginām,for those who are not renounced
pretya,after death
na,not
tu,but
sannyāsinām,for the renounced order
kvacit,at any time.
pañca,five
etāni,these
mahā-bāho,O mighty-armed one
kāraṇāni,causes
nibodha,just understand
me,from Me
sāṅkhye,in theVedānta
kṛta-ante,in the conclusion
proktāni,said
siddhaye,for the perfection
sarva,of all
karmaṇām,activities.
adhiṣṭhānam,the place
tathā,also
kartā,the worker
karaṇam,instruments
ca,and
pṛthak-vidham,of different kinds
vividhāḥ,various
ca,and
pṛthak,separate
ceṣṭāḥ,the endeavors
daivam,the Supreme
ca,also
eva,certainly
atra,here
pañcamam,the fifth.
śarīra,by the body
vāk,speech
manobhiḥ,and mind
yat,which
karma,work
prārabhate,begins
naraḥ,a person
nyāyyam,right
vā,or
viparītam,the opposite
vā,or
pañca,five
ete,all these
tasya,its
hetavaḥ,causes.
tatra,there
evam,thus
sati,being
kartāram,the worker
ātmānam,himself
kevalam,only
tu,but
yaḥ,anyone who
paśyati,sees
akṛta-buddhitvāt,due to unintelligence
na,never
saḥ,he
paśyati,sees
durmatiḥ,foolish.
yasya,one whose
na,never
ahaṅkṛtaḥ,of false ego
bhāvaḥ,nature
buddhiḥ,intelligence
yasya,one whose
na,never
lipyate,is attached
hatvā,killing
api,even
saḥ,he
imān,this
lokān,world
na,never
hanti,kills
na,never
nibadhyate,becomes entangled.
jñānam,knowledge
jñeyam,the objective of knowledge
parijñātā,the knower
tri-vidhā,of three kinds
karma,of work
codanā,the impetus
karaṇam,the senses
karma,the work
kartā,the doer
iti,thus
tri-vidhaḥ,of three kinds
karma,of work
saṅgrahaḥ,the accumulation.
jñānam,knowledge
karma,work
ca,also
kartā,worker
ca,also
tridhā,of three kinds
eva,certainly
guṇa-bhedataḥ,in terms of different modes of material nature
procyate,are said
guṇa-saṅkhyāne,in terms of different modes
yathā-vat,as they are
śṛṇu,hear
tāni,all of them
api,also.
sarva-bhūteṣu,in all living entities
yena,by which
ekam,one
bhāvam,situation
avyayam,imperishable
īkṣate,one sees
avibhaktam,undivided
vibhakteṣu,in the numberless divided
tat,that
jñānam,knowledge
viddhi,know
sāttvikam,in the mode of goodness.
pṛthaktvena,because of division
tu,but
yat,which
jñānam,knowledge
nānā-bhāvān,multifarious situations
pṛthak-vidhān,different
vetti,knows
sarveṣu,in all
bhūteṣu,living entities
tat,that
jñānam,knowledge
viddhi,must be known
rājasam,in terms of passion.
yat,that which
tu,but
kṛtsna-vat,as all in all
ekasmin,in one
kārye,work
saktam,attached
ahaitukam,without cause
atattva-artha-vat,without knowledge of reality
alpam,very meager
ca,and
tat,that
tāmasam,in the mode of darkness
udāhṛtam,is said to be.
niyatam,regulated
saṅga-rahitam,without attachment
arāga-dveṣataḥ,without love or hatred
kṛtam,done
aphala-prepsunā,by one without desire for fruitive result
karma,action
yat,which
tat,that
sāttvikam,in the mode of goodness
ucyate,is called.
yat,that which
tu,but
kāma-īpsunā,by one with desires for fruitive results
karma,work
sa-ahaṅkāreṇa,with ego
vā,or
punaḥ,again
kriyate,is performed
bahula-āyāsam,with great labor
tat,that
rājasam,in the mode of passion
udāhṛtam,is said to be.
anubandham,of future bondage
kṣayam,destruction
hiṁsām,and distress to others
anapekṣya,without considering the consequences
ca,also
pauruṣam,self-sanctioned
mohāt,by illusion
ārabhyate,is begun
karma,work
yat,which
tat,that
tāmasam,in the mode of ignorance
ucyate,is said to be.
mukta-saṅgaḥ,liberated from all material association
anaham-vādī,without false ego
dhṛti,with determination
utsāha,and great enthusiasm
samanvitaḥ,qualified
siddhi,in perfection
asiddhyoḥ,and failure
nirvikāraḥ,without change
kartā,worker
sāttvikaḥ,in the mode of goodness
ucyate,is said to be.
rāgī,very much attached
karma-phala,the fruit of the work
prepsuḥ,desiring
lubdhaḥ,greedy
hiṁsā-ātmakaḥ,always envious
aśuciḥ,unclean
harṣa-śoka-anvitaḥ,subject to joy and sorrow
kartā,such a worker
rājasaḥ,in the mode of passion
parikīrtitaḥ,is declared.
ayuktaḥ,not referring to the scriptural injunctions
prākṛtaḥ,materialistic
stabdhaḥ,obstinate
śaṭhaḥ,deceitful
naiṣkṛtikaḥ,expert in insulting others
alasaḥ,lazy
viṣādī,morose
dīrgha-sūtrī,procrastinating
ca,also
kartā,worker
tāmasaḥ,in the mode of ignorance
ucyate,is said to be.
buddheḥ,of intelligence
bhedam,the differences
dhṛteḥ,of steadiness
ca,also
eva,certainly
guṇataḥ,by the modes of material nature
tri-vidham,of three kinds
śṛṇu,just hear
procyamānam,as described by Me
aśeṣeṇa,in detail
pṛthaktvena,differently
dhanam-jaya,O winner of wealth.
pravṛttim,doing
ca,also
nivṛttim,not doing
ca,and
kārya,what ought to be done
akārye,and what ought not to be done
bhaya,fear
abhaye,and fearlessness
bandham,bondage
mokṣam,liberation
ca,and
yā,that which
vetti,knows
buddhiḥ,understanding
sā,that
pārtha,O son of Pṛthā
sāttvikī,in the mode of goodness.
yayā,by which
dharmam,the principles of religion
adharmam,irreligion
ca,and
kāryam,what ought to be done
ca,also
akāryam,what ought not to be done
eva,certainly
ca,also
ayathā-vat,imperfectly
prajānāti,knows
buddhiḥ,intelligence
sā,that
pārtha,O son of Pṛthā
rājasī,in the mode of passion.
adharmam,irreligion
dharmam,religion
iti,thus
yā,which
manyate,thinks
tamasā,by illusion
āvṛtā,covered
sarva-arthān,all things
viparītān,in the wrong direction
ca,also
buddhiḥ,intelligence
sā,that
pārtha,O son of Pṛthā
tāmasī,in the mode of ignorance.
dhṛtyā,determination
yayā,by which
dhārayate,one sustains
manaḥ,of the mind
prāṇa,life
indriya,and senses
kriyāḥ,the activities
yogena,byyogapractice
avyabhicāriṇyā,without any break
dhṛtiḥ,determination
sā,that
pārtha,O son of Pṛthā
sāttvikī,in the mode of goodness.
yayā,by which
tu,but
dharma,religiosity
kāma,sense gratification
arthān,and economic development
dhṛtyā,by determination
dhārayate,one sustains
arjuna,O Arjuna
prasaṅgena,because of attachment
phala-ākāṅkṣī,desiring fruitive results
dhṛtiḥ,determination
sā,that
pārtha,O son of Pṛthā
rājasī,in the mode of passion.
yayā,by which
svapnam,dreaming
bhayam,fearfulness
śokam,lamentation
viṣādam,moroseness
madam,illusion
eva,certainly
ca,also
na,never
vimuñcati,one gives up
durmedhā,unintelligent
dhṛtiḥ,determination
sā,that
pārtha,O son of Pṛthā
tāmasī,in the mode of ignorance.
sukham,happiness
tu,but
idānīm,now
tri-vidham,of three kinds
śṛṇu,hear
me,from Me
bharata-ṛṣabha,O best amongst the Bhāratas
abhyāsāt,by practice
ramate,one enjoys
yatra,where
duḥkha,of distress
antam,the end
ca,also
nigacchati,gains.
yat,which
tat,that
agre,in the beginning
viṣamiva,like poison
pariṇāme,at the end
amṛta,nectar
upamam,compared to
tat,that
sukham,happiness
sāttvikam,in the mode of goodness
proktam,is said
ātma,in the self
buddhi,of intelligence
prasāda-jam,born of the satisfaction.
viṣaya,of the objects of the senses
indriya,and the senses
saṁyogāt,from the combination
yat,which
tat,that
agre,in the beginning
amṛta-upamam,just like nectar
pariṇāme,at the end
viṣamiva,like poison
tat,that
sukham,happiness
rājasam,in the mode of passion
smṛtam,is considered.
yat,that which
agre,in the beginning
ca,also
anubandhe,at the end
ca,also
sukham,happiness
mohanam,illusory
ātmanaḥ,of the self
nidrā,sleep
ālasya,laziness
pramāda,and illusion
uttham,produced of
tat,that
tāmasam,in the mode of ignorance
udāhṛtam,is said to be.
na,not
tat,that
asti,there is
pṛthivyām,on the earth
vā,or
divi,in the higher planetary system
deveṣu,amongst the demigods
vā,or
punaḥ,again
sattvam,existence
prakṛti-jaiḥ,born of material nature
muktam,liberated
yat,that
ebhiḥ,from the influence of these
syāt,is
tribhiḥ,three
guṇaiḥ,modes of material nature.
brāhmaṇa,of thebrāhmaṇas
kṣatriya,thekṣatriyas
viśām,and thevaiśyas
śūdrāṇām,of theśūdras
ca,and
param-tapa,O subduer of the enemies
karmāṇi,the activities
pravibhaktāni,are divided
svabhāva,their own nature
prabhavaiḥ,born of
guṇaiḥ,by the modes of material nature.
śamaḥ,peacefulness
damaḥ,self-control
tapaḥ,austerity
śaucam,purity
kṣāntiḥ,tolerance
ārjavam,honesty
eva,certainly
ca,and
jñānam,knowledge
vijñānam,wisdom
āstikyam,religiousness
brahma,of abrāhmaṇa
karma,duty
svabhāva-jam,born of his own nature.
śauryam,heroism
tejaḥ,power
dhṛtiḥ,determination
dākṣyam,resourcefulness
yuddhe,in battle
ca,and
api,also
apalāyanam,not fleeing
dānam,generosity
īśvara,of leadership
bhāvaḥ,the nature
ca,and
kṣātram,of akṣatriya
karma,duty
svabhāva-jam,born of his own nature.
kṛṣi,plowing
go,of cows
rakṣya,protection
vāṇijyam,trade
vaiśya,of avaiśya
karma,duty
svabhāva-jam,born of his own nature
paricaryā,service
ātmakam,consisting of
karma,duty
śūdrasya,of theśūdra
api,also
svabhāva-jam,born of his own nature.
svesve,each his own
karmaṇi,work
abhirataḥ,following
saṁsiddhim,perfection
labhate,achieves
naraḥ,a man
sva-karma,in his own duty
nirataḥ,engaged
siddhim,perfection
yathā,as
vindati,attains
tat,that
śṛṇu,listen.
yataḥ,from whom
pravṛttiḥ,the emanation
bhūtānām,of all living entities
yena,by whom
sarvam,all
idam,this
tatam,is pervaded
sva-karmaṇā,by his own duties
tam,Him
abhyarcya,by worshiping
siddhim,perfection
vindati,achieves
mānavaḥ,a man.
śreyān,better
sva-dharmaḥ,one’s own occupation
viguṇaḥ,imperfectly performed
para-dharmāt,than another’s occupation
su-anuṣṭhitāt,perfectly done
svabhāva-niyatam,prescribed according to one’s nature
karma,work
kurvan,performing
na,never
āpnoti,achieves
kilbiṣam,sinful reactions.
saha-jam,born simultaneously
karma,work
kaunteya,O son of Kuntī
sa-doṣam,with fault
api,although
na,never
tyajet,one should give up
sarva-ārambhāḥ,all ventures
hi,certainly
doṣeṇa,with fault
dhūmena,with smoke
agniḥ,fire
iva,as
āvṛtāḥ,covered.
asakta-buddhiḥ,having unattached intelligence
sarvatra,everywhere
jita-ātmā,having control of the mind
vigata-spṛhaḥ,without material desires
naiṣkarmya-siddhim,the perfection of nonreaction
paramām,supreme
sannyāsena,by the renounced order of life
adhigacchati,one attains.
siddhim,perfection
prāptaḥ,achieving
yathā,as
brahma,the Supreme
tathā,so
āpnoti,one achieves
nibodha,try to understand
me,from Me
samāsena,summarily
eva,certainly
kaunteya,O son of Kuntī
niṣṭhā,the stage
jñānasya,of knowledge
yā,which
parā,transcendental.
